City,CU_Code,TU_Code,Type,Line,Station,Station_Eng,Effective_Date,Upload_Date,Expiry_Date,data_up_user,link,Status
2900,,3395,公交,金山2,,,,,,tracker,,Done
2900,,3397,公交,金山4,,,,,,tracker,,Done
2900,,3402,公交,金山9,,,,,,tracker,,Done
2900,,3405,公交,奉卫线,,,,,,tracker,,Done
2900,,3408,公交,石胡专线,,,,,,tracker,,Done
2900,,3413,公交,朱卫专线,,,,,,tracker,,Done
2900,,3416,公交,金枫线,,,,,,tracker,,Done
2900,,3417,公交,南金线,,,,,,tracker,,Done
2900,,3418,公交,松新枫线,,,,,,tracker,,Done
2900,,3421,公交,青枫专线,,,,,,tracker,,Done
2900,,3424,公交,外高桥4,,,,,,tracker,,Done
2900,,3428,公交,青车专线,,,,,,tracker,,Done
2900,,3429,公交,南松专线,,,,,,tracker,,Done
2900,,3430,公交,奉贤9,,,,,,tracker,,Done
2900,,3432,公交,奉贤25,,,,,,tracker,,Done
2900,,3433,公交,奉宝线,,,,,,tracker,,Done
2900,,3440,公交,奉卫线,,,,,,tracker,,Done
2900,,3442,公交,奉贤42,,,,,,tracker,,Done
2900,,3452,公交,沪朱专线,,,,,,tracker,,Done
2900,,3453,公交,沪青高速专线,,,,,,tracker,,Done
2900,,3454,公交,青浦5,,,,,,tracker,,Done
2900,,3455,公交,青浦6/7,,,,,,tracker,,Done
2900,,3456,公交,青浦公交,,,,,,tracker,,Done
2900,,3457,公交,青浦9,,,,,,tracker,,Done
2900,,3458,公交,青浦10,,,,,,tracker,,Done
2900,,3460,公交,青泸线,,,,,,tracker,,Done
2900,,3461,公交,沪朱高速快线,,,,,,tracker,,Done
2900,,3462,公交,沪青盈专线,,,,,,tracker,,Done
2900,,3464,公交,青浦1,,,,,,tracker,,Done
2900,,3465,公交,青浦8,,,,,,tracker,,Done
2900,,3467,公交,青凤徐专线,,,,,,tracker,,Done
2900,,3468,公交,青华专线,,,,,,tracker,,Done
2900,,3471,公交,青小线,,,,,,tracker,,Done
2900,,3473,公交,青蒸线,,,,,,tracker,,Done
2900,,3479,公交,朱泾3,,,,,,tracker,,Done
2900,,3481,公交,枫泾1,,,,,,tracker,,Done
2900,,3482,公交,枫泾2,,,,,,tracker,,Done
2900,,3483,公交,吕巷1,,,,,,tracker,,Done
2900,,3490,公交,横沙2,,,,,,tracker,,Done
2900,,3495,公交,江平专线,,,,,,tracker,,Done
2900,,3496,公交,莲朱专线,,,,,,tracker,,Done
2900,,3497,公交,莲金专线,,,,,,tracker,,Done
2900,,3499,公交,莲石专线,,,,,,tracker,,Done
2900,,3500,公交,莲卫专线,,,,,,tracker,,Done
2900,,3502,公交,朱石专线,,,,,,tracker,,Done
2900,,3503,公交,莲枫专线,,,,,,tracker,,Done
2900,,3504,公交,朱泾1,,,,,,tracker,,Done
2900,,3505,公交,朱泾2,,,,,,tracker,,Done
2900,,3506,公交,枫泾5,,,,,,tracker,,Done
2900,,3507,公交,枫泾4,,,,,,tracker,,Done
2900,,3508,公交,枫泾3,,,,,,tracker,,Done
2900,,3518,公交,嘉定104,,,,,,tracker,,Done
2900,,3525,公交,嘉松线,,,,,,tracker,,Done
2900,,3527,公交,上嘉线,,,,,,tracker,,Done
2900,,3537,公交,嘉定66,,,,,,tracker,,Done
2900,,3542,公交,堡七线,,,,,,tracker,,Done
2900,,3543,公交,莲廊专线,,,,,,tracker,,Done
2900,,3548,公交,南申专线,,,,,,tracker,,Done
2900,,3559,公交,松江91,,,,2024/10/9,,tracker_机智轩,,Done
2900,,3572,公交,闵行33,,,,,,tracker,,Done
2900,,3578,公交,上石线,,,,,,tracker,,Done
2900,,3579,公交,闵行31,,,,,,tracker,,Done
2900,,3589,公交,松江20,,,,,,tracker,,Done
2900,,3590,公交,松江21,,,,,,tracker,,Done
2900,,3591,公交,松江22,,,,,,tracker,,Done
2900,,3596,公交,奉贤6,,,,,,tracker,,Done
2900,,3601,公交,泥城4,,,,2024/10/9,,tracker_机智轩,,Done
2900,,3603,公交,华新1,,,,,,tracker,,Done
2900,,3608,公交,白鹤2,,,,,,tracker,,Done
2900,,3609,公交,闵行50,,,,,,tracker,,Done
2900,,3612,公交,闵行5,,,,,,tracker,,Done
2900,,3620,公交,浦江3,,,,,,tracker,,Done
2900,,3621,公交,浦江4,,,,,,tracker,,Done
2900,,3623,公交,浦江6,,,,,,tracker,,Done
2900,,3626,公交,松江45,,,,,,tracker,,Done
2900,,3628,公交,松江70,,,,2024/10/9,,tracker_机智轩,,Done
2900,,3638,公交,朱家角2,,,,,,tracker,,Done
2900,,3649,公交,白鹤4,,,,,,tracker,,Done
2900,,3650,公交,张堰2,,,,,,tracker,,Done
2900,,3657,公交,浦东50,,,,,,tracker,,Done
2900,,3671,公交,闵行28,,,,,,tracker,,Done
2900,,3682,公交,松江19,,,,,,tracker,,Done
2900,,3683,公交,松江92,,,,,,tracker,,Done
2900,,3692,公交,万祥2,,,,,,tracker,,Done
2900,,3698,公交,芦潮港1,,,,,,tracker,,Done
2900,,3701,公交,大桥六线,,,,,,tracker,,Done
2900,,3705,公交,申崇二线,,,,,,tracker,,Done
2900,,3706,公交,申崇一线,,,,,,tracker,,Done
2900,,3719,公交,隧道九线,,,,,,tracker,,Done
2900,,3724,公交,嘉定13,,,,,,tracker,,Done
2900,,3727,公交,金山卫2,,,,,,tracker,,Done
2900,,3729,公交,闵行4,,,,,,tracker,,Done
2900,,3731,公交,松江24,,,,,,tracker,,Done
2900,,3736,公交,花木2,,,,,,tracker,,Done
2900,,3745,公交,申崇三线,,,,,,tracker,,Done
2900,,3746,公交,浦江10,,,,,,tracker,,Done
2900,,3747,公交,隧道八线,,,,,,tracker,,Done
2900,,3749,公交,隧道六线,,,,,,tracker,,Done
2900,,3750,公交,陈凤线,,,,,,tracker,,Done
2900,,3752,公交,青浦11,,,,,,tracker,,Done
2900,,3755,公交,虹桥枢纽9,,,,,,tracker,,Done
2900,,3763,公交,申港1,,,,,,tracker,,Done
2900,,3773,公交,泥城5,,,,,,tracker,,Done
2900,,3799,公交,申崇六线,,,,,,tracker,,Done
2900,,3805,公交,隧道三线,,,,,,tracker,,Done
2900,,3807,公交,南园1,,,,,,tracker,,Done
2900,,3811,公交,闵行11,,,,,,tracker,,Done
2900,,3812,公交,申崇四线,,,,,,tracker,,Done
2900,,3813,公交,崇明乡村9,,,,,,tracker,,Done
2900,,3819,公交,白徐线,,,,,,tracker,,Done
2900,,3823,公交,虹桥枢纽8,,,,,,tracker,,Done
2900,,3826,公交,新泾1,,,,2024/10/9,,tracker_大象,,Done
2900,,3827,公交,虹桥枢纽10,,,,,,tracker,,Done
2900,,3828,公交,虹桥枢纽5,,,,,,tracker,,Done
2900,,3829,公交,虹桥枢纽6,,,,,,tracker,,Done
2900,,3830,公交,大桥五线,,,,,,tracker,,Done
2900,,3833,公交,松江26,,,,,,tracker,,Done
2900,,3835,公交,四团1,,,,,,tracker,,Done
2900,,3836,公交,南川线,,,,,,tracker,,Done
2900,,3840,公交,莲浜专线,,,,2024/10/9,,tracker_机智轩,,Done
2900,,3848,公交,闵行23,,,,,,tracker,,Done
2900,,3850,公交,虹桥枢纽1,,,,,,tracker,,Done
2900,,3855,公交,申崇三线区间,,,,,,tracker,,Done
2900,,3867,公交,奉贤18,,,,,,tracker,,Done
2900,,3873,公交,周康9,,,,,,tracker,,Done
2900,,3883,公交,华漕5,,,,,,tracker,,Done
2900,,3886,公交,松江53,,,,2024/10/9,,tracker_机智轩,,Done
2900,,3893,公交,莘庄3,,,,,,tracker,,Done
2900,,3895,公交,申港3,,,,,,tracker,,Done
2900,,3896,公交,浦东10,,,,,,tracker,,Done
2900,,3898,公交,浦东101,,,,,,tracker,,Done
2900,,3901,公交,金山工业区1,,,,,,tracker,,Done
2900,,3902,公交,金山工业区2,,,,,,tracker,,Done
2900,,3903,公交,枫泾7,,,,,,tracker,,Done
2900,,3916,公交,虹桥镇2,,,,,,tracker,,Done
2900,,3917,公交,陆家嘴金融城1,,,,,,tracker,,Done
2900,,3924,公交,虹练定班线,,,,,,tracker,,Done
2900,,3927,公交,金山8,,,,,,tracker,,Done
2900,,3934,公交,松江36,,,,,,tracker,,Done
2900,,3937,公交,浦江11,,,,2024/10/9,,tracker_大象,,Done
2900,,3938,公交,闵行18,,,,,,tracker,,Done
2900,,3949,公交,浦东23,,,,,,tracker,,Done
2900,,3950,公交,浦东24,,,,,,tracker,,Done
2900,,3951,公交,青浦13,,,,,,tracker,,Done
2900,,3952,公交,奉贤21,,,,,,tracker,,Done
2900,,3975,公交,枫戚快线,,,,,,tracker,,Done
2900,,3977,公交,惠南6,,,,,,tracker,,Done
2900,,3985,公交,莘南高速线,,,,,,tracker,,Done
2900,,3992,公交,江川7,,,,,,tracker,,Done
2900,,3995,公交,浦东27,,,,,,tracker,,Done
2900,,3996,公交,松江93,,,,2024/10/9,,tracker_机智轩,,Done
2900,,4004,公交,松江66,,,,,,tracker,,Done
2900,,4008,公交,练塘6,,,,2024/10/9,,tracker_机智轩,,Done
2900,,4010,公交,白鹤6,,,,,,tracker,,Done
2900,,4012,公交,浦东33,,,,,,tracker,,Done
2900,,4015,公交,浦东4,,,,,,tracker,,Done
2900,,4016,公交,奉贤15,,,,,,tracker,,Done
2900,,4018,公交,青浦15,,,,,,tracker,,Done
2900,,4021,公交,浦江19,,,,,,tracker,,Done
2900,,4022,公交,浦江20,,,,,,tracker,,Done
2900,,4024,公交,青浦14,,,,,,tracker,,Done
2900,,4030,公交,横长线,,,,,,tracker,,Done
2900,,4031,公交,大泥专线,,,,,,tracker,,Done
2900,,4037,公交,海沈线,,,,,,tracker,,Done
2900,,4043,公交,虹桥商务区1,,,,,,tracker,,Done
2900,,4044,公交,航头4,,,,,,tracker,,Done
2900,,4051,公交,宝山29,,,,,,tracker,,Done
2900,,4056,公交,航头5,,,,,,tracker,,Done
2900,,4057,公交,闵行21,,,,,,tracker,,Done
2900,,4059,公交,徐泾5,,,,,,admin,,Done
2900,,4061,公交,机场九线,,,,,,tracker,,Done
2900,,4067,公交,华新5,,,,,,tracker,,Done
2900,,4069,公交,华新3,,,,,,tracker,,Done
2900,,4074,公交,临港4,,,,,,tracker,,Done
2900,,4078,公交,青浦16,,,,,,tracker,,Done
2900,,4086,公交,浦江13,,,,,,tracker,,Done
2900,,4087,公交,浦东43,,,,,,tracker,,Done
2900,,4091,公交,闵行39,,,,,,tracker,,Done
2900,,4098,公交,嘉定126,,,,,,tracker,,Done
2900,,4100,公交,浦东40,,,,,,tracker,,Done
2900,,4101,公交,浦东45,,,,,,tracker,,Done
2900,,4105,公交,青浦26,,,,,,tracker,,Done
2900,,4106,公交,朱家角9,,,,,,tracker,,Done
2900,,4107,公交,华新7,,,,2024/10/9,,tracker_机智轩,,Done
2900,,4109,公交,青浦17,,,,,,tracker,,Done
2900,,4110,公交,青浦25,,,,,,tracker,,Done
2900,,4111,公交,青浦18,,,,,,tracker,,Done
2900,,4114,公交,闵行24,,,,,,tracker,,Done
2900,,4115,公交,闵行42,,,,,,tracker,,Done
2900,,4116,公交,浦东34,,,,,,tracker,,Done
2900,,4118,公交,青浦19,,,,,,tracker,,Done
2900,,4131,公交,青浦16/21,,,,,,tracker,,Done
2900,,4133,公交,金山10,,,,,,tracker,,Done
2900,,4134,公交,虹桥商务区2,,,,,,tracker,,Done
2900,,4139,公交,南团快线,,,,,,tracker,,Done
2900,,4143,公交,浦东55,,,,,,tracker,,Done
2900,,4144,公交,浦东56,,,,,,tracker,,Done
2900,,4146,公交,奉贤17,,,,,,tracker,,Done
2900,,4148,公交,奉贤9,,,,,,tracker,,Done
2900,,4150,公交,奉贤20,,,,,,tracker,,Done
2900,,4152,公交,奉贤37,,,,,,tracker,,Done
2900,,4153,公交,崇明东滩3,,,,,,tracker,,Done
2900,,4156,公交,华新8,,,,,,tracker,,Done
2900,,4157,公交,青浦23,,,,,,tracker,,Done
2900,,4158,公交,青浦24,,,,,,tracker,,Done
2900,,4161,公交,松江69,,,,,,tracker,,Done
2900,,4163,公交,浦东59,,,,,,tracker,,Done
2900,,4166,公交,金山11,,,,,,tracker,,Done
2900,,4169,公交,临港13,,,,2024/10/9,,tracker_机智轩,,Done
2900,,4173,公交,浦东72,,,,,,tracker,,Done
2900,,4174,公交,浦东62,,,,,,tracker,,Done
2900,,4175,公交,浦东62,,,,,,tracker,,Done
2900,,4176,公交,浦东69,,,,,,tracker,,Done
2900,,4179,公交,示范区1,,,,,,tracker,,Done
2900,,4181,公交,金山205,,,,,,tracker,,Done
2900,,4191,公交,松江98,,,,,,tracker,,Done
2900,,4192,公交,青浦27,,,,,,tracker,,Done
2900,,4193,公交,浦东5,,,,,,tracker,,Done
2900,,4196,公交,浦东91,,,,,,tracker,,Done
2900,,4200,公交,莲张专线,,,,,,tracker,,Done
2900,,4202,公交,浦东80,,,,,,tracker,,Done
2900,,4203,公交,南车线,,,,,,tracker,,Done
2900,,4204,公交,闵行55,,,,,,tracker,,Done
2900,,4206,公交,闵行58,,,,,,tracker,,Done
2900,,4212,公交,南门花博专线,,,,,,tracker,,Done
2900,,4222,公交,浦东87,,,,,,tracker,,Done
2900,,4223,公交,浦东98,,,,,,tracker,,Done
2900,,4224,公交,浦东99,,,,,,tracker,,Done
2900,,4225,公交,临港中运量1号线,,,2021/6/30,,,tracker,,Done
2900,,4227,公交,嘉定131,,,,,,tracker,,Done
2900,,4228,公交,浦东89,,,,,,tracker,,Done
2900,,4232,公交,临港7,,,,,,tracker,,Done
2900,,4233,公交,南临专线,,,,,,tracker,,Done
2900,,4235,公交,亭梅线,,,,,,tracker,,Done
2900,,4236,公交,亭林5,,,,,,tracker,,Done
2900,,4237,公交,浦东101,,,,,,tracker,,Done
2900,,4238,公交,闵行32,,,,,,tracker,,Done
2900,,4239,公交,浦东49,,,,,,tracker,,Done
2900,,4240,公交,示范区8,,,,,,tracker,,Done
2900,,4241,公交,临港5,,,,,,admin,,Done
2900,,4242,公交,青浦29,,,,,,tracker,,Done
2900,,4246,公交,浦东102,,,,,,tracker,,Done
2900,,4247,公交,浦东104,,,,,,tracker,,Done
2900,,4247,公交,南龙专线,,,,2024/10/9,,tracker_大象,,Done
2900,,4250,公交,临港中运量2号线,,,2022/10/28,,,admin,,Done
2900,,4275,公交,宝山35,,,,2024/10/9,,tracker_大象,,Done
